,Brand,Model,CPU,GPU,RAM_GB,Storage_Type,Storage_GB,Touchscreen,Weight_kg,Screen_Size_inch,Discount_percent,Price_SGD,Brand_Discount,Member_Discount
367,Dell,XPS 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,SSD,512,TRUE,2.14,15.6,5.6,2753.20,120,192.72
368,Dell,Latitude 7420,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,64,SSD,4096,TRUE,2.46,16,2.3,2811.60,120,196.81
369,Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,4096,TRUE,1.23,13.3,4.2,3461.60,120,207.7
370,Dell,Latitude 7420,Intel i5-14600H,NVIDIA RTX 3050,128,SSD,2048,TRUE,3,18.4,6.72,2718.80,120,163.13
371,Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,128,SSD,2048,TRUE,3.4,18.4,6.92,2968.80,120,148.44
372,Dell,XPS 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,SSD,1024,TRUE,3.06,17.3,4.51,3804.40,120,266.31
373,Dell,XPS 13,Intel i7-14800H,NVIDIA RTX 4070,64,SSD,4096,FALSE,1.73,16,2.63,3291.60,120,230.41
374,Dell,Alienware M15,Intel i9-14900HK,NVIDIA RTX 4070,32,SSD,256,TRUE,3.45,17.3,3.59,3071.60,120,215.01
375,Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4070,32,SSD,2048,TRUE,1.47,14,6.15,2920.80,120,175.25
376,Dell,Latitude 7420,Intel Core Ultra 7 15500H,Intel Arc A750M,8,SSD,512,TRUE,1.03,14,6.01,1555.20,120,93.31
377,Dell,XPS 13,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,32,SSD,1024,FALSE,1.49,14,5.21,2398.40,120,143.9
378,Dell,XPS 13,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,SSD,4096,TRUE,1.09,14,6.73,4161.60,120,208.08
379,Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,2048,TRUE,1.59,16,2.23,3206.80,120,192.41
380,Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4060,8,SSD,1024,TRUE,2.07,16,3.9,2356.40,120,141.38
381,Dell,Alienware M15,Intel Core Ultra 7 15500H,Intel Arc A750M,8,SSD,512,FALSE,2.9,18.4,3.92,1385.20,120,96.96
382,Dell,Inspiron 15,Intel i7-14800H,NVIDIA RTX 4060,64,SSD,1024,TRUE,2.68,18.4,4,2804.40,120,168.26
383,Dell,XPS 13,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,SSD,256,TRUE,3.32,17.3,5.98,2521.60,120,126.08
384,Dell,Alienware M15,Intel i5-14500H,NVIDIA RTX 4050,64,SSD,512,TRUE,1.11,14,4.02,2353.20,120,117.66
385,Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,64,SSD,512,FALSE,2.81,17.3,4.52,2933.20,120,205.32
386,Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,128,SSD,256,TRUE,3.09,17.3,6.49,3539.60,120,176.98
387,Dell,Alienware M15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,SSD,512,TRUE,2.77,18.4,4.71,3153.20,120,220.72
388,Dell,Alienware M15,Intel Core Ultra 9 15700H,Intel Arc A750M,8,SSD,1024,FALSE,2,16,2.4,1436.40,120,71.82
389,Dell,Inspiron 15,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,SSD,4096,TRUE,1.37,14,6.64,2875.60,120,172.54
390,Dell,XPS 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,SSD,2048,TRUE,2.49,16,5.08,3418.79,120,205.13
391,Dell,Latitude 7420,AMD Ryzen 5 8600H,AMD Radeon 680M,8,SSD,256,TRUE,3.26,17.3,3.93,1579.60,120,110.57
392,Dell,Inspiron 15,AMD Ryzen 5 8600H,AMD Radeon 680M,16,SSD,256,TRUE,1.91,16,2.74,1643.60,120,98.62
393,Dell,XPS 13,Intel Core Ultra 9 15700H,Intel Arc A750M,8,SSD,4096,TRUE,3.07,17.3,6.28,1863.60,120,93.18
394,Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4060,32,SSD,512,FALSE,1.05,14,3.31,2427.20,120,121.36
395,Dell,Alienware M15,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,SSD,4096,FALSE,1.33,14,6.45,3523.60,120,211.42
396,Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,16,SSD,512,TRUE,1.45,13.3,3.31,1639.20,120,114.74
397,Dell,Latitude 7420,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,SSD,256,TRUE,1.2,14,3.07,3689.60,120,184.48
398,Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4060,32,SSD,2048,TRUE,1.3,13.3,5.77,2620.80,120,131.04
399,Dell,Alienware M15,AMD Ryzen 5 8600H,AMD Radeon 680M,64,SSD,256,TRUE,2.84,18.4,6.06,2027.60,120,101.38
400,Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4070,16,SSD,1024,TRUE,2.05,15.6,2.06,2720.40,120,136.02
401,Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,4096,TRUE,1.4,14,5.15,3381.60,120,169.08
402,Dell,XPS 13,Intel i7-14800H,NVIDIA RTX 4080,128,SSD,1024,TRUE,1.34,13.3,5.85,3986.40,120,279.05
403,Dell,XPS 15,Intel i5-14500H,NVIDIA RTX 4050,16,SSD,256,FALSE,1.08,13.3,6.2,1823.60,120,109.42
404,Dell,XPS 15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,SSD,512,FALSE,1.31,13.3,6.97,2603.20,120,156.19
405,Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 3050,128,SSD,256,TRUE,2.16,16,4.95,2539.60,120,177.77
406,Dell,Inspiron 15,Intel i7-14800H,NVIDIA RTX 4070,128,SSD,512,FALSE,1.01,14,6.43,3495.20,120,174.76
407,Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 3050,8,SSD,1024,FALSE,1.35,13.3,2.54,1506.40,120,90.38
408,Dell,Inspiron 15,Intel Core Ultra 9 15700H,Intel Arc A750M,8,SSD,256,TRUE,1.18,13.3,5.05,1529.61,120,76.48
409,Dell,Inspiron 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,SSD,4096,FALSE,1.17,13.3,4.7,3953.60,120,197.68
410,Dell,XPS 15,Intel i5-14600H,NVIDIA RTX 3050,128,SSD,256,TRUE,1.33,14,3.64,2509.60,120,125.48
411,Dell,Inspiron 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,16,SSD,4096,TRUE,1.31,13.3,3.13,2397.61,120,119.88
412,Dell,Latitude 7420,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,SSD,256,FALSE,3.49,17.3,6.2,3607.60,120,216.46
413,Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,16,SSD,4096,FALSE,3.32,18.4,4.18,2607.60,120,130.38
414,Dell,Inspiron 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,32,SSD,512,FALSE,2.75,17.3,4.72,2777.20,120,138.86
415,Dell,Latitude 7420,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,SSD,512,TRUE,1.03,13.3,6.72,1969.20,120,118.15
416,Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 3050,32,SSD,2048,FALSE,1.95,16,4.61,1830.80,120,128.16
417,Dell,XPS 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,SSD,256,FALSE,1.45,13.3,6.21,3689.60,120,184.48
418,Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,64,SSD,2048,FALSE,2.37,16,4.95,3086.80,120,216.08
419,Dell,Alienware M15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,32,SSD,2048,TRUE,1.28,13.3,2.01,2000.80,120,120.05
420,Dell,Inspiron 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,SSD,4096,FALSE,1.2,14,5.58,3553.60,120,248.75
421,Dell,Latitude 7420,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,SSD,2048,FALSE,3.29,17.3,2.69,3786.81,120,227.21
422,Dell,XPS 15,Intel i9-14900HK,NVIDIA RTX 4080,16,SSD,1024,FALSE,1.39,13.3,5.5,3270.40,120,163.52
423,Dell,Latitude 7420,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,SSD,1024,FALSE,2.56,17.3,6.45,3246.40,120,227.25
424,Dell,Alienware M15,AMD Ryzen 5 8600H,AMD Radeon 680M,8,SSD,512,FALSE,2.66,18.4,3.05,1485.20,120,89.11
425,Dell,XPS 15,Intel i7-14800H,NVIDIA RTX 4060,8,SSD,2048,FALSE,1.01,14,4.44,2388.80,120,167.22
426,Dell,Inspiron 15,Intel i9-14900HK,NVIDIA RTX 4070,32,SSD,4096,TRUE,1.49,14,2.24,3425.60,120,205.54
427,Dell,XPS 13,AMD Ryzen 7 8800H,NVIDIA RTX 4060,128,SSD,1024,TRUE,1.48,13.3,2.8,3286.40,120,197.18
428,Dell,XPS 13,Intel i7-14800H,NVIDIA RTX 4080,128,SSD,2048,TRUE,2.21,15.6,4.78,4118.80,120,247.13
429,Dell,Alienware M15,AMD Ryzen 5 8600H,AMD Radeon 680M,16,SSD,256,FALSE,1.06,13.3,2.66,1573.60,120,78.68
430,Dell,Latitude 7420,Intel i9-14900HK,NVIDIA RTX 4080,128,SSD,256,FALSE,2.91,17.3,4.66,4119.60,120,247.18
431,Dell,XPS 13,Intel i9-14900HK,NVIDIA RTX 4080,64,SSD,256,TRUE,1.17,14,2.2,3777.60,120,264.43
432,Dell,Alienware M15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,8,SSD,512,FALSE,1.07,13.3,4.78,2835.20,120,141.76
433,Dell,Inspiron 15,Intel i5-14500H,NVIDIA RTX 3050,64,SSD,512,FALSE,2.31,16,5.07,1933.20,120,115.99
434,Dell,Inspiron 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,16,SSD,4096,TRUE,1.58,15.6,2.77,3727.60,120,186.38
435,Dell,Latitude 7420,Intel i9-14900HK,NVIDIA RTX 4080,64,SSD,1024,FALSE,3.09,17.3,5.55,3684.40,120,184.22
436,Dell,XPS 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,SSD,1024,FALSE,3.47,18.4,2.86,2684.40,120,134.22
437,Dell,XPS 15,Intel i5-14500H,NVIDIA RTX 4050,128,SSD,256,FALSE,1.14,13.3,3.06,2719.60,120,135.98
438,Dell,Latitude 7420,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,2048,FALSE,3.25,17.3,2.92,3086.80,120,216.08
439,Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,512,FALSE,1.01,14,2.53,2983.21,120,149.16
440,Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4060,16,SSD,512,TRUE,1.04,14,6.11,2419.20,120,169.34
441,Dell,XPS 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,32,SSD,2048,TRUE,3.11,18.4,2.17,2650.80,120,132.54
442,Dell,Latitude 7420,Intel Core Ultra 9 15700H,Intel Arc A750M,16,SSD,1024,FALSE,1.29,14,5.52,1550.40,120,77.52
443,Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 3050,32,SSD,2048,FALSE,1.63,15.6,4.1,1830.80,120,109.85
444,Dell,Inspiron 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,32,SSD,256,TRUE,2.5,17.3,6.29,2471.60,120,173.01
445,Dell,XPS 15,Intel i5-14500H,Intel Iris Xe,32,SSD,1024,TRUE,1.97,16,2.4,1848.40,120,129.39
446,Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 3050,32,SSD,1024,FALSE,1.37,13.3,5.95,1698.41,120,101.9
447,Dell,Latitude 7420,AMD Ryzen 9 8900HX,AMD Radeon 780M,8,SSD,512,FALSE,2.29,16,6.4,2235.20,120,111.76
448,Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,32,SSD,1024,TRUE,2.04,15.6,3.08,1848.40,120,129.39
449,Dell,Alienware M15,Intel i9-14900HK,NVIDIA RTX 4080,64,SSD,512,FALSE,3,18.4,5.72,3633.20,120,181.66
450,Dell,Inspiron 15,Intel i9-14900HK,NVIDIA RTX 4080,16,SSD,4096,TRUE,1.43,13.3,3.08,3697.60,120,258.83
451,Dell,Latitude 7420,Intel i5-14600H,NVIDIA RTX 4050,64,SSD,1024,TRUE,1.28,14,2.47,2404.40,120,144.26
452,Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4070,128,SSD,512,FALSE,3.23,18.4,2.3,3445.20,120,172.26
453,Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,8,SSD,4096,FALSE,1.54,15.6,3.13,2843.60,120,170.62
454,Dell,XPS 15,Intel i9-14900HK,NVIDIA RTX 4080,8,SSD,4096,FALSE,2.7,18.4,6.69,3543.60,120,248.05
455,Dell,XPS 15,Intel i7-14800H,NVIDIA RTX 4060,16,SSD,512,FALSE,2.91,18.4,4.26,2249.20,120,157.44
456,Dell,XPS 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,32,SSD,2048,FALSE,1.87,16,6.16,3530.80,120,247.16
457,Dell,Alienware M15,Intel i5-14500H,NVIDIA RTX 3050,32,SSD,1024,FALSE,2.45,16,5.91,1728.40,120,103.7
458,Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,SSD,4096,TRUE,1.23,13.3,5.9,2711.60,120,189.81
459,Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,SSD,2048,FALSE,3,17.3,3.84,3598.80,120,179.94
460,Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4070,32,SSD,4096,TRUE,1.05,13.3,4.13,3205.60,120,224.39
461,Dell,XPS 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,8,SSD,4096,FALSE,2.95,17.3,3.46,2093.60,120,104.68
462,Dell,XPS 15,Intel i5-14600H,Intel Iris Xe,32,SSD,512,TRUE,1.09,13.3,4.89,1847.20,120,129.3
463,Dell,XPS 13,Intel i7-14700H,NVIDIA RTX 4060,128,SSD,2048,TRUE,2.65,18.4,3.13,3418.80,120,170.94
464,Dell,XPS 13,Intel i5-14600H,NVIDIA RTX 4050,128,SSD,256,FALSE,2.66,17.3,3.87,2669.60,120,133.48
465,Dell,Latitude 7420,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,32,SSD,2048,FALSE,1.15,13.3,3.29,2580.80,120,154.85
466,Dell,Latitude 7420,Intel i7-14800H,NVIDIA RTX 4080,8,SSD,1024,TRUE,1.98,15.6,5.69,3056.40,120,213.95
467,Dell,Latitude 7420,Intel i7-14700H,NVIDIA RTX 4060,64,SSD,256,TRUE,2.37,15.6,5.52,2727.60,120,136.38
468,Dell,XPS 13,AMD Ryzen 7 8800H,NVIDIA RTX 4060,16,SSD,256,FALSE,1.48,13.3,2.18,2193.60,120,153.55
469,Dell,Latitude 7420,Intel Core Ultra 7 15500H,Intel Arc A750M,128,SSD,4096,TRUE,1.16,14,3.25,2873.60,120,172.42
470,Dell,Latitude 7420,Intel Core Ultra 7 15500H,Intel Arc A750M,8,SSD,512,TRUE,2.37,15.6,4.06,1505.20,120,75.26
471,Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4060,16,SSD,512,TRUE,3.25,18.4,5.73,2369.19,120,118.46
472,Dell,Latitude 7420,Intel i5-14500H,NVIDIA RTX 3050,8,SSD,256,FALSE,3.13,18.4,5.87,1459.60,120,87.58
473,Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,32,SSD,2048,TRUE,2.78,17.3,6.09,1950.80,120,136.56
474,Dell,XPS 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,SSD,512,FALSE,1.71,16,3.96,2633.20,120,184.32
475,Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,128,SSD,256,TRUE,2.26,15.6,5,3539.60,120,176.98
476,Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 4050,8,SSD,256,FALSE,1.23,13.3,4.69,1759.60,120,105.58
477,Dell,Latitude 7420,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,16,SSD,256,FALSE,1.45,13.3,5.81,2193.60,120,131.62
478,Dell,XPS 15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,32,SSD,2048,TRUE,1.09,13.3,3.13,3000.79,120,210.06
479,Dell,XPS 13,Intel i5-14600H,Intel Iris Xe,32,SSD,512,FALSE,1.15,14,2.6,1727.20,120,86.36
480,Dell,Alienware M15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,SSD,4096,TRUE,2.72,17.3,3.57,2363.60,120,141.82
481,Dell,XPS 15,AMD Ryzen 7 8800H,AMD Radeon 780M,64,SSD,4096,FALSE,2.87,18.4,6.87,2741.60,120,191.91
482,Dell,XPS 15,Intel i5-14600H,NVIDIA RTX 3050,128,SSD,4096,TRUE,2.68,17.3,5.18,2923.60,120,204.65
483,Dell,Alienware M15,Intel Core Ultra 9 15700H,Intel Arc A750M,32,SSD,2048,TRUE,2.89,17.3,2.82,1850.80,120,92.54
484,Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 4050,128,SSD,256,FALSE,2.75,18.4,6.98,2669.60,120,186.87
485,Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 4050,128,SSD,512,FALSE,1.01,13.3,3.57,2745.20,120,164.71
486,Dell,Alienware M15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,8,SSD,256,TRUE,2.97,18.4,5.19,2679.60,120,187.57
487,Dell,Latitude 7420,AMD Ryzen 7 8800H,NVIDIA RTX 4070,16,SSD,4096,TRUE,1.4,14,4.36,2997.60,120,209.83
488,Dell,Inspiron 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,SSD,1024,TRUE,1.48,13.3,5.47,3774.40,120,264.21
489,Dell,Latitude 7420,Intel i5-14500H,NVIDIA RTX 4050,8,SSD,1024,TRUE,2.53,17.3,2.4,1906.40,120,114.38
490,Dell,XPS 15,Intel i5-14600H,NVIDIA RTX 3050,16,SSD,2048,TRUE,1.15,14,5.81,1872.80,120,112.37
491,Dell,Latitude 7420,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,SSD,2048,TRUE,2.49,16,6.28,2158.80,120,151.12
492,Dell,Latitude 7420,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,SSD,1024,TRUE,1.33,13.3,6.32,3586.40,120,215.18
493,Dell,XPS 13,Intel i5-14600H,NVIDIA RTX 3050,128,SSD,512,FALSE,3.44,18.4,5.35,2445.20,120,171.16
494,Dell,XPS 13,AMD Ryzen 9 8900HX,AMD Radeon 780M,64,SSD,256,FALSE,1.01,13.3,3.85,2707.60,120,189.53
495,Dell,Inspiron 15,Intel i5-14500H,Intel Iris Xe,128,SSD,4096,TRUE,1.22,14,4.15,2973.60,120,178.42
496,Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 4050,8,SSD,512,TRUE,2.64,18.4,5.21,1855.20,120,129.86
497,Dell,XPS 15,Intel Core Ultra 9 15700H,Intel Arc A750M,16,SSD,256,FALSE,3.07,17.3,4.56,1423.60,120,99.65
498,Dell,XPS 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,SSD,1024,TRUE,1.32,14,2.68,2026.40,120,101.32
499,Dell,XPS 13,AMD Ryzen 5 8600H,NVIDIA RTX 3050,16,SSD,2048,FALSE,3.3,18.4,4.79,1702.80,120,119.2
500,Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,8,SSD,2048,TRUE,1.16,14,4.12,2808.80,120,168.53
501,Dell,XPS 15,Intel Core Ultra 7 15500H,Intel Arc A750M,16,SSD,512,TRUE,2.57,17.3,2.67,1569.20,120,78.46
502,Dell,Alienware M15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,SSD,4096,TRUE,2.59,18.4,6.91,2363.61,120,141.82
503,Dell,Inspiron 15,AMD Ryzen 5 8600H,AMD Radeon 680M,128,SSD,1024,TRUE,2.06,15.6,2.98,2616.40,120,156.98
504,Dell,Latitude 7420,Intel i7-14800H,NVIDIA RTX 4080,32,SSD,4096,TRUE,2.16,15.6,2.93,3555.60,120,177.78
505,Dell,Latitude 7420,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,SSD,1024,TRUE,2.22,16,6.34,2804.40,120,140.22
506,Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 3050,8,SSD,256,FALSE,1.2,13.3,6.39,1509.60,120,90.58
507,Dell,XPS 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,SSD,256,FALSE,1.37,13.3,2.68,2921.60,120,146.08
508,Dell,Latitude 7420,AMD Ryzen 5 8600H,AMD Radeon 680M,16,SSD,256,FALSE,3.08,18.4,5.64,1523.60,120,76.18
509,Dell,XPS 15,Intel i9-14900HK,NVIDIA RTX 4070,16,SSD,1024,FALSE,1.44,13.3,3.71,2870.40,120,200.93
510,Dell,XPS 15,Intel i7-14800H,NVIDIA RTX 4070,64,SSD,256,FALSE,1.05,14,3.58,2957.60,120,177.46
511,Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4060,128,SSD,512,TRUE,1.2,14,4.05,3315.20,120,232.06
512,Dell,Inspiron 15,Intel i5-14500H,NVIDIA RTX 3050,8,SSD,256,TRUE,1.25,13.3,6.08,1629.60,120,97.78
513,Dell,XPS 13,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,32,SSD,1024,TRUE,2.62,18.4,2.7,2248.40,120,112.42
514,Dell,XPS 13,Intel i5-14500H,Intel Iris Xe,64,SSD,1024,FALSE,1.35,13.3,2.05,1954.40,120,117.26
515,Dell,XPS 15,Intel i7-14800H,NVIDIA RTX 4080,32,SSD,512,TRUE,1.27,13.3,4.64,3247.20,120,194.83
516,HP,Spectre x360,Intel i7-14800H,NVIDIA RTX 4060,16,SSD,4096,TRUE,1.6,16,6.59,2727.60,90,190.93
517,HP,EliteBook 840,Intel i7-14700H,NVIDIA RTX 4070,16,SSD,4096,TRUE,1.02,13.3,4.36,3077.60,90,153.88
518,HP,Omen 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,SSD,256,TRUE,2.67,17.3,6.61,2539.60,90,177.77
519,HP,Envy 13,Intel i7-14700H,NVIDIA RTX 4070,8,SSD,512,FALSE,3.43,18.4,5.51,2485.20,90,149.11
520,HP,EliteBook 840,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,SSD,1024,TRUE,2.04,15.6,4.65,3916.40,90,274.15
521,HP,Pavilion 15,Intel i7-14700H,NVIDIA RTX 4060,16,SSD,4096,TRUE,1.97,15.6,2.47,2727.60,90,163.66
522,HP,Pavilion 15,Intel i7-14800H,NVIDIA RTX 4060,128,SSD,4096,TRUE,2.84,18.4,3.15,3623.60,90,217.42
523,HP,EliteBook 840,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,8,SSD,1024,TRUE,2.92,17.3,3.58,2756.40,90,165.38
524,HP,Pavilion 15,Intel i5-14600H,NVIDIA RTX 4050,64,SSD,256,FALSE,2.61,17.3,6.74,2157.60,90,129.46
525,HP,Envy 13,Intel Core Ultra 7 15500H,Intel Arc A750M,64,SSD,2048,FALSE,1.97,16,4.07,1986.80,90,119.21
526,HP,EliteBook 840,Intel i7-14700H,NVIDIA RTX 4070,16,SSD,1024,TRUE,2.13,15.6,6.29,2720.40,90,190.43
527,HP,Pavilion 15,AMD Ryzen 7 8800H,AMD Radeon 780M,32,SSD,2048,FALSE,1,13.3,2.22,2330.80,90,163.16
528,HP,Omen 15,Intel Core Ultra 7 15500H,Intel Arc A750M,8,SSD,4096,FALSE,1.16,14,5.1,1793.60,90,89.68
529,HP,Spectre x360,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,128,SSD,4096,FALSE,2.48,16,4.66,3203.60,90,160.18
530,HP,Envy 13,Intel i5-14500H,NVIDIA RTX 3050,8,SSD,2048,TRUE,1.42,14,6.59,1728.80,90,103.73
531,HP,Omen 15,Intel Core Ultra 9 15700H,Intel Arc A750M,16,SSD,256,TRUE,2.02,16,6.56,1543.60,90,108.05
532,HP,Pavilion 15,Intel i7-14800H,NVIDIA RTX 4060,32,SSD,4096,FALSE,2.53,17.3,6.72,2735.60,90,136.78
533,HP,Envy 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,SSD,256,TRUE,3.04,17.3,3.59,2279.60,90,136.78
534,HP,Spectre x360,Intel i5-14500H,NVIDIA RTX 3050,64,SSD,512,TRUE,1.7,16,3.79,2053.20,90,123.19
535,HP,Pavilion 15,Intel i5-14600H,NVIDIA RTX 4050,32,SSD,1024,TRUE,2.34,16,6.58,2098.41,90,125.9
536,HP,Pavilion 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,SSD,2048,TRUE,1.41,14,6.51,3388.80,90,169.44
537,HP,Pavilion 15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,64,SSD,2048,FALSE,1.18,14,4.95,3136.80,90,219.58
538,HP,Spectre x360,Intel i7-14700H,NVIDIA RTX 4070,16,SSD,512,FALSE,1.44,13.3,3.75,2519.20,90,176.34
539,HP,Envy 13,Intel i7-14800H,NVIDIA RTX 4060,8,SSD,512,FALSE,1.78,15.6,5.42,2185.20,90,131.11
540,HP,EliteBook 840,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,SSD,4096,TRUE,1.9,15.6,5.84,2923.60,90,146.18
541,HP,Pavilion 15,Intel i9-14900HK,NVIDIA RTX 4080,8,SSD,512,FALSE,2.45,15.6,6.9,3185.20,90,222.96
542,HP,Omen 15,Intel Core Ultra 7 15500H,Intel Arc A750M,16,SSD,2048,TRUE,1.08,14,4.05,1772.80,90,106.37
543,HP,Pavilion 15,Intel i7-14800H,NVIDIA RTX 4080,32,SSD,1024,TRUE,2.53,17.3,3.61,3248.40,90,227.39
544,HP,Omen 15,Intel i7-14700H,NVIDIA RTX 4070,128,SSD,2048,FALSE,2.69,17.3,6.32,3598.80,90,179.94
545,HP,Envy 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,SSD,512,TRUE,2.08,16,6.29,3153.20,90,189.19
546,HP,Spectre x360,AMD Ryzen 5 8600H,NVIDIA RTX 4050,128,SSD,4096,FALSE,3.15,17.3,6.21,3053.60,90,183.22
547,HP,EliteBook 840,Intel i7-14800H,NVIDIA RTX 4070,128,SSD,512,TRUE,1.35,13.3,6.84,3535.20,90,247.46
548,HP,Pavilion 15,Intel i5-14500H,NVIDIA RTX 4050,8,SSD,2048,FALSE,2.5,17.3,2.41,1888.80,90,94.44
549,HP,EliteBook 840,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,SSD,512,FALSE,3.07,17.3,3.56,4145.20,90,248.71
550,HP,EliteBook 840,Intel i5-14600H,Intel Iris Xe,32,SSD,4096,TRUE,1.58,15.6,6.23,2155.60,90,150.89
551,HP,Pavilion 15,Intel i5-14600H,Intel Iris Xe,64,SSD,2048,FALSE,2.3,16,4.77,2086.80,90,146.08
552,HP,Envy 13,Intel i5-14600H,Intel Iris Xe,8,SSD,4096,TRUE,3.27,18.4,5.02,1963.60,90,137.45
553,HP,Spectre x360,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,SSD,2048,FALSE,3.06,17.3,2.12,2786.80,90,167.21
